Port,TCP,UDP,SCTP,DCCP,Description,type
1563,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1564,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1565,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1566,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1567,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1568,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1569,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1570,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1571,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1572,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1573,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1574,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1575,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1576,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1577,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1578,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1579,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1580,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1581,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1582,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1583,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1584,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1585,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1586,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1587,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1588,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1589,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1590,Unofficial,Unofficial,,,1C:Enterprise cluster working processes[140],registered
1604,Unofficial,Unofficial,,,DarkComet remote administration tool (RAT)[citation needed],registered
1626,Unofficial,,,,iSketch[143],registered
1627,Unofficial,,,,iSketch[143],registered
1628,Yes,Yes,,,LonTalk normal,registered
1629,Yes,Yes,,,LonTalk urgent,registered
1645,No,Unofficial,,,Early deployment of RADIUS before RFC standardization was done using UDP port number 1645. Enabled for compatibility reasons by default on Cisco[citation needed] and Juniper Networks RADIUS servers.[144] Official port is 1812. TCP port 1645 must not be used.[145],registered
1646,No,Unofficial,,,"Old radacct port,[when?] RADIUS accounting protocol. Enabled for compatibility reasons by default on Cisco[citation needed] and Juniper Networks RADIUS servers.[144] Official port is 1813. TCP port 1646 must not be used.[145]",registered
1666,Unofficial,,,,Perforce[146],registered
1677,Yes,Yes,,,Novell GroupWise clients in client/server access mode,registered
1688,Unofficial,,,,Microsoft Key Management Service (KMS) for Windows Activation[147],registered
1701,Yes,Yes,,,Layer 2 Forwarding Protocol (L2F),registered
1707,Yes,Yes,,,Windward Studios games (vdmplay),registered
1714,Unofficial,Unofficial,,,KDE Connect[149],registered
1715,Unofficial,Unofficial,,,KDE Connect[149],registered
1716,Unofficial,Unofficial,,,KDE Connect[149],registered
1717,Unofficial,Unofficial,,,KDE Connect[149],registered
1718,Unofficial,Unofficial,,,KDE Connect[149],registered
1719,Unofficial,Unofficial,,,KDE Connect[149],registered
1720,Unofficial,Unofficial,,,KDE Connect[149],registered
1721,Unofficial,Unofficial,,,KDE Connect[149],registered
1722,Unofficial,Unofficial,,,KDE Connect[149],registered
1723,Unofficial,Unofficial,,,KDE Connect[149],registered
1724,Unofficial,Unofficial,,,KDE Connect[149],registered
1725,Unofficial,Unofficial,,,KDE Connect[149],registered
1726,Unofficial,Unofficial,,,KDE Connect[149],registered
1727,Unofficial,Unofficial,,,KDE Connect[149],registered
1728,Unofficial,Unofficial,,,KDE Connect[149],registered
1729,Unofficial,Unofficial,,,KDE Connect[149],registered
1730,Unofficial,Unofficial,,,KDE Connect[149],registered
1731,Unofficial,Unofficial,,,KDE Connect[149],registered
1732,Unofficial,Unofficial,,,KDE Connect[149],registered
1733,Unofficial,Unofficial,,,KDE Connect[149],registered
1734,Unofficial,Unofficial,,,KDE Connect[149],registered
1735,Unofficial,Unofficial,,,KDE Connect[149],registered
1736,Unofficial,Unofficial,,,KDE Connect[149],registered
1737,Unofficial,Unofficial,,,KDE Connect[149],registered
1738,Unofficial,Unofficial,,,KDE Connect[149],registered
1739,Unofficial,Unofficial,,,KDE Connect[149],registered
1740,Unofficial,Unofficial,,,KDE Connect[149],registered
1741,Unofficial,Unofficial,,,KDE Connect[149],registered
1742,Unofficial,Unofficial,,,KDE Connect[149],registered
1743,Unofficial,Unofficial,,,KDE Connect[149],registered
1744,Unofficial,Unofficial,,,KDE Connect[149],registered
1745,Unofficial,Unofficial,,,KDE Connect[149],registered
1746,Unofficial,Unofficial,,,KDE Connect[149],registered
1747,Unofficial,Unofficial,,,KDE Connect[149],registered
1748,Unofficial,Unofficial,,,KDE Connect[149],registered
1749,Unofficial,Unofficial,,,KDE Connect[149],registered
1750,Unofficial,Unofficial,,,KDE Connect[149],registered
1751,Unofficial,Unofficial,,,KDE Connect[149],registered
1752,Unofficial,Unofficial,,,KDE Connect[149],registered
1753,Unofficial,Unofficial,,,KDE Connect[149],registered
1754,Unofficial,Unofficial,,,KDE Connect[149],registered
1755,Unofficial,Unofficial,,,KDE Connect[149],registered
1756,Unofficial,Unofficial,,,KDE Connect[149],registered
1757,Unofficial,Unofficial,,,KDE Connect[149],registered
1758,Unofficial,Unofficial,,,KDE Connect[149],registered
1759,Unofficial,Unofficial,,,KDE Connect[149],registered
1760,Unofficial,Unofficial,,,KDE Connect[149],registered
1761,Unofficial,Unofficial,,,KDE Connect[149],registered
1762,Unofficial,Unofficial,,,KDE Connect[149],registered
1763,Unofficial,Unofficial,,,KDE Connect[149],registered
1764,Unofficial,Unofficial,,,KDE Connect[149],registered
1776,Yes,Yes,,,Emergency management information system,registered
1783,Reserved,Reserved,Reserved,Reserved,"""Decomissioned [sic] Port 04/14/00, ms""[2]",registered
1801,Yes,Yes,,,Microsoft Message Queuing,registered
1812,Yes,Yes,,,"RADIUS authentication protocol, radius",registered
1813,Yes,Yes,,,"RADIUS accounting protocol, radius-acct",registered
1863,Yes,Yes,,,"Microsoft Notification Protocol (MSNP), used by the Microsoft Messenger service and a number of instant messaging Messenger clients",registered
1880,Unofficial,Unofficial,,,Node-RED[153],registered
1883,Yes,Yes,,,MQTT (formerly MQ Telemetry Transport),registered
1900,Assigned,Yes,,,"Simple Service Discovery Protocol (SSDP),[11] discovery of UPnP devices",registered
1935,Yes,Yes,,,"Macromedia Flash Communications Server MX, the precursor to Adobe Flash Media Server before Macromedia's acquisition by Adobe on December 3, 2005",registered
1965,Unofficial,No,,,"Gemini, a lightweight, collaboratively designed protocol, striving to fill the gap between Gopher and HTTP[155]",registered
1967,,Unofficial,,,Cisco IOS IP Service Level Agreements (IP SLAs) Control Protocol[citation needed],registered
1972,Yes,Yes,,,"InterSystems Caché, and InterSystems IRIS versions 2020.3 and later",registered
1984,Yes,Yes,,,Big Brother,registered
1985,Assigned,Yes,,,Cisco Hot Standby Router Protocol (HSRP)[157][self-published source],registered
1998,Yes,Yes,,,Cisco X.25 over TCP (XOT) service,registered
2000,Yes,Yes,,,Cisco Skinny Client Control Protocol (SCCP),registered
2010,Unofficial,Unofficial,,,Artemis: Spaceship Bridge Simulator[158],registered
2033,Unofficial,Unofficial,,,Civilization IV multiplayer[159],registered
2049,Yes,Yes,Yes,,Network File System (NFS)[11],registered
2056,Unofficial,Unofficial,,,Civilization IV multiplayer[159],registered
2080,Yes,Yes,,,Autodesk NLM (FLEXlm),registered
2082,Unofficial,,,,cPanel default[160],registered
2083,Yes,Yes,,,Secure RADIUS Service (radsec),registered
2086,Yes,Yes,,,GNUnet,registered
2087,Unofficial,,,,WebHost Manager default SSL[160],registered
2095,Yes,,,,cPanel default web mail[160],registered
2096,Unofficial,,,,cPanel default SSL web mail[160],registered
2100,Unofficial,,,,Warzone 2100 multiplayer[citation needed],registered
2101,Unofficial,,,,Networked Transport of RTCM via Internet Protocol (NTRIP)[citation needed],registered
2102,Yes,Yes,,,Zephyr Notification Service server,registered
2103,Yes,Yes,,,Zephyr Notification Service serv-hm connection,registered
2104,Yes,Yes,,,Zephyr Notification Service hostmanager,registered
2123,Yes,Yes,,,GTP control messages (GTP-C),registered
2142,Yes,Yes,,,TDMoIP (TDM over IP),registered
2152,Yes,Yes,,,GTP user data messages (GTP-U),registered
2159,Yes,Yes,,,GDB remote debug port,registered
2181,Yes,Yes,,,EForward-document transport system,registered
2195,Unofficial,,,,"Apple Push Notification Service, binary, gateway.[11][161] Deprecated March 2021.[162]",registered
2196,Unofficial,,,,"Apple Push Notification Service, binary, feedback.[11][161] Deprecated March 2021.[162]",registered
2197,Unofficial,,,,"Apple Push Notification Service, HTTP/2, JSON-based API.",registered
2210,Yes,Yes,,,NOAAPORT Broadcast Network,registered
2211,Yes,Yes,,,EMWIN,registered
2221,Unofficial,,,,ESET anti-virus updates[124],registered
2222,Yes,Yes,,,EtherNet/IP implicit messaging for IO data,registered
2223,Yes,,,,ESET Remote administrator[124],registered
2224,Yes,,,,ESET Remote administrator[124],registered
2225,Yes,,,,ESET Remote administrator[124],registered
2226,Yes,,,,ESET Remote administrator[124],registered
2240,Yes,Yes,,,General Dynamics Remote Encryptor Configuration Information Protocol (RECIPe),registered
2261,Yes,Yes,,,CoMotion master,registered
2262,Yes,Yes,,,CoMotion backup,registered
2302,,Unofficial,,,ArmA multiplayer[164],registered
2303,,Unofficial,,,ArmA multiplayer (default port for game +1)[164][166],registered
2305,,Unofficial,,,ArmA multiplayer (default port for game +3)[164],registered
2351,Unofficial,,,,AIM game LAN network port[citation needed],registered
2368,Unofficial,,,,Ghost (blogging platform)[167],registered
2369,Unofficial,,,,Default for BMC Control-M/Server Configuration Agent,registered
2370,Unofficial,,,,"Default for BMC Control-M/Server, to allow the Control-M/Enterprise Manager to connect to the Control-M/Server",registered
2372,Unofficial,,,,"Default for K9 Web Protection/parental controls, content filtering agent[citation needed]",registered
2375,Yes,Reserved,,,Docker REST API (plain),registered
2376,Yes,Reserved,,,Docker REST API (SSL),registered
2377,Yes,Reserved,,,Docker Swarm cluster management communications[168][self-published source],registered
2379,Yes,Reserved,,,CoreOS etcd client communication,registered
2380,Yes,Reserved,,,CoreOS etcd server communication,registered
2389,Assigned,Assigned,,,OpenView Session Mgr,registered
2399,Yes,Yes,,,FileMaker Data Access Layer (ODBC/JDBC),registered
2401,Yes,Yes,,,CVS version control system password-based server,registered
2404,Yes,Yes,,,"IEC 60870-5-104, used to send electric power telecontrol messages between two systems via directly connected data circuits",registered
2424,Unofficial,,,,OrientDB database listening for binary client connections[170],registered
2427,Yes,Yes,,,Media Gateway Control Protocol (MGCP) media gateway,registered
2447,Yes,Yes,,,ovwdb—OpenView Network Node Manager (NNM) daemon,registered
2456,Unofficial,Unofficial,,,Valheim,registered
2459,Yes,Yes,,,XRPL,registered
2480,Unofficial,,,,OrientDB database listening for HTTP client connections[170],registered
2483,Yes,Yes,,,"Oracle database listening for insecure client connections to the listener, replaces port 1521[when?]",registered
2484,Yes,Yes,,,Oracle database listening for SSL client connections to the listener,registered
2500,Unofficial,Unofficial,,,NetFS communication[171],registered
2501,,Unofficial,,,NetFS probe,registered
2535,Yes,Yes,,,Multicast Address Dynamic Client Allocation Protocol (MADCAP).[172] All standard messages are UDP datagrams.[173],registered
2541,Yes,Yes,,,LonTalk/IP,registered
2546,Yes,Yes,,,EVault data protection services,registered
2547,Yes,Yes,,,EVault data protection services,registered
2548,Yes,Yes,,,EVault data protection services,registered
2593,Unofficial,Unofficial,,,Ultima Online servers[citation needed],registered
2598,Unofficial,,,,Citrix Independent Computing Architecture (ICA) with Session Reliability; port 1494 without session reliability[133],registered
2599,Unofficial,Unofficial,,,Ultima Online servers[citation needed],registered
2628,Yes,Yes,,,DICT[174],registered
2638,Yes,Yes,,,SQL Anywhere database server[175][176],registered
2710,Unofficial,Unofficial,,,XBT Tracker.[177] UDP tracker extension is considered experimental.[178],registered
2727,Yes,Yes,,,Media Gateway Control Protocol (MGCP) media gateway controller (call agent),registered
2775,Yes,Yes,,,Short Message Peer-to-Peer (SMPP)[citation needed],registered
2809,Yes,Yes,,,"corbaloc:iiop URL, per the CORBA 3.0.3 specification",registered
2811,Yes,Yes,,,"gsi ftp, per the GridFTP specification",registered
2827,Unofficial,,,,I2P BOB Bridge[179],registered
2944,Yes,Yes,,,Megaco text H.248,registered
2945,Yes,Yes,,,Megaco binary (ASN.1) H.248,registered
2947,Yes,Yes,,,"gpsd, GPS daemon",registered
2948,Yes,Yes,,,WAP push Multimedia Messaging Service (MMS),registered
2949,Yes,Yes,,,WAP push Multimedia Messaging Service (MMS),registered
2967,Yes,Yes,,,Symantec System Center agent (SSC-AGENT),registered
2989,Yes,Yes,,,Zarkov Intelligent Agent Communication[180],registered
3000,Unofficial,,,,Ruby on Rails development default[181],registered
3001,Yes,No,,,Honeywell Prowatch[187],registered
3004,Unofficial,,,,iSync[11],registered
3010,Yes,Yes,,,KWS Connector,registered
3020,Yes,Yes,,,"Common Internet File System (CIFS). See also port 445 for Server Message Block (SMB), a dialect of CIFS.",registered
3050,Yes,Yes,,,gds-db (Interbase/Firebird databases),registered
3052,Yes,Yes,,,APC PowerChute Network,registered
3074,Yes,Yes,,,Xbox LIVE and Games for Windows – Live,registered
3101,Unofficial,,,,BlackBerry Enterprise Server communication protocol[188],registered
3128,Unofficial,No,,,Squid caching web proxy[189],registered
3225,Yes,Yes,,,Fibre Channel over IP (FCIP),registered
3233,Yes,Yes,,,WhiskerControl research control protocol,registered
3260,Yes,Yes,,,iSCSI,registered
3268,Yes,Yes,,,"msft-gc, Microsoft Global Catalog (LDAP service which contains data from Active Directory forests)",registered
3269,Yes,Yes,,,"msft-gc-ssl, Microsoft Global Catalog over SSL (similar to port 3268, LDAP over SSL)",registered
3283,Yes,Yes,,,"Net Assistant,[11] a predecessor to Apple Remote Desktop",registered
3290,,Unofficial,,,Virtual Air Traffic Simulation (VATSIM) network voice communication[citation needed],registered
3305,Yes,Yes,,,Odette File Transfer Protocol (OFTP),registered
3306,Yes,Assigned,,,MySQL database system[11],registered
3323,Unofficial,Unofficial,,,DECE GEODI Server,registered
3332,,Unofficial,,,Thundercloud DataPath Overlay Control,registered
3333,Unofficial,,,,"Eggdrop, an IRC bot default port[190]",registered
3344,Unofficial,Unofficial,,,Repetier-Server,registered
3351,Unofficial,Unofficial,,,Pervasive PSQL[142],registered
3386,Yes,Yes,,,GTP' 3GPP GSM/UMTS CDR logging protocol,registered
3389,Yes,Yes,,,Microsoft Terminal Server (RDP) officially registered as Windows Based Terminal (WBT)[193],registered
3396,Yes,Yes,,,Novell NDPS Printer Agent,registered
3412,Yes,Yes,,,xmlBlaster,registered
3423,Yes,,,,Xware xTrm Communication Protocol,registered
3424,Yes,,,,Xware xTrm Communication Protocol over SSL,registered
3435,Yes,Yes,,,Pacom Security User Port,registered
3455,Yes,Yes,,,Resource Reservation Protocol (RSVP),registered
3478,Yes,Yes,,,"STUN, a protocol for NAT traversal[194]",registered
3479,,Unofficial,,,Microsoft Teams[197],registered
3480,,Unofficial,,,Microsoft Teams[197],registered
3481,,Unofficial,,,Microsoft Teams[197],registered
3483,,Yes,,,Slim Devices discovery protocol,registered
3493,Yes,Yes,,,Network UPS Tools (NUT),registered
3503,Yes,Yes,,,MPLS LSP-echo Port,registered
3516,Yes,Yes,,,Smartcard Port,registered
3527,,Yes,,,Microsoft Message Queuing,registered
3535,Unofficial,,,,SMTP alternate[199],registered
3544,,Yes,,,Teredo tunneling,registered
3551,Yes,Yes,,,Apcupsd Information Port [200],registered
3601,Yes,,,,SAP Message Server Port[201],registered
3632,Yes,Assigned,,,"Distcc, distributed compiler[11]",registered
3645,Yes,Yes,,,Cyc,registered
3655,Yes,Yes,,,"Advanced Systems Concepts, Inc. ActiveBatch Exec Agent[202]",registered
3659,Yes,Yes,,,"Apple SASL, used by macOS Server Password Server[11]",registered
3667,Yes,Yes,,,Information Exchange,registered
